S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
233,RHGCL,46.44,269.9,275.0,264.3,273.1,273.1,0.0,0.0,269.81,43634.0,264.0,11772819.7,182,9.1,10.7,3.45,4.05,1.21,278.7,278.06,353.0,217.2
234,RHPL,29.73,170.0,173.7,170.0,171.7,171.7,0.0,0.0,171.13,67190.0,170.7,11498022.4,269,1.0,3.7,0.59,2.18,0.33,260.42,268.73,325.0,156.0
235,RIDI,31.95,350.0,353.9,345.5,346.0,346.0,0.0,0.0,348.21,135769.0,349.2,47275798.4,350,-3.2,8.4,-0.92,2.43,-0.64,352.96,325.45,415.0,203.5
236,RLEL,36.67,800.0,800.0,748.0,773.0,773.0,0.0,0.0,763.92,21759.0,784.9,16622066.8,237,-11.9,52.0,-1.52,6.95,1.18,0.0,0.0,1592.3,300.0
237,RLFL,40.43,449.4,449.4,425.0,431.5,431.5,0.0,0.0,428.89,14890.0,428.0,6386206.0,95,3.5,24.4,0.82,5.74,0.6,452.06,451.31,514.9,398.0
238,RMF1,35.95,9.46,9.5,9.42,9.5,9.5,0.0,0.0,9.47,2200.0,9.46,20837.0,9,0.04,0.08,0.42,0.85,0.3,9.76,9.66,11.02,8.65
239,RMF2,31.71,9.7,9.75,9.7,9.75,9.75,0.0,0.0,9.72,300.0,9.76,2915.0,2,-0.01,0.05,-0.1,0.52,0.34,10.06,9.88,10.71,8.82
240,RNLI,41.58,435.0,438.5,431.0,433.0,433.0,0.0,0.0,433.38,25977.0,429.2,11257822.6,193,3.8,7.5,0.89,1.74,-0.09,450.96,458.62,520.2,402.0
241,RSDC,41.16,640.0,640.0,628.0,628.0,628.0,0.0,0.0,633.12,2181.0,630.0,1380824.9,31,-2.0,12.0,-0.32,1.91,-0.81,658.44,658.16,763.0,578.7
242,RSML,21.66,2740.0,2830.0,2740.0,2745.0,2745.0,0.0,0.0,2783.31,61443.0,2810.0,171014716.0,658,-65.0,90.0,-2.31,3.28,-1.4,3315.8,0.0,5049.0,300.0
243,RSY,33.08,9.11,9.57,9.11,9.57,9.57,0.0,0.0,9.39,6000.0,9.39,56344.4,13,0.18,0.46,1.92,5.05,1.87,10.14,10.02,10.7,8.71
244,RSY2,37.94,8.95,9.1,8.8,9.1,9.1,0.0,0.0,8.97,3400.0,9.05,30487.0,23,0.05,0.3,0.55,3.41,1.46,0.0,0.0,10.0,8.42
245,RURU,37.88,626.7,626.7,595.0,596.0,596.0,0.0,0.0,598.4,1346.0,596.9,805447.5,22,-0.9,31.7,-0.15,5.33,-0.4,635.87,650.96,830.0,560.1
246,SABBL,36.99,909.1,913.0,890.0,900.0,900.0,0.0,0.0,900.86,5039.0,892.5,4539428.9,103,7.5,23.0,0.84,2.58,-0.1,1143.05,0.0,2000.0,300.0
247,SADBL,45.19,417.6,422.8,417.4,420.9,420.9,0.0,0.0,419.16,37707.0,417.6,15805367.0,89,3.3,5.4,0.79,1.29,0.41,414.15,413.89,463.0,376.0
248,SAEF2,42.65,9.01,9.28,9.01,9.1,9.1,0.0,0.0,9.22,8700.0,9.0,80177.0,29,0.1,0.27,1.11,3.0,-1.27,0.0,0.0,10.0,8.76
249,SAGAR,34.25,1610.0,1610.0,1565.1,1590.0,1590.0,0.0,0.0,1577.65,3971.0,1590.0,6264845.5,61,0.0,44.9,0.0,2.87,0.78,1693.28,1788.71,2439.0,319.5
250,SAGF,35.22,9.4,9.5,9.4,9.5,9.5,0.0,0.0,9.49,2986.0,9.4,28347.0,7,0.1,0.1,1.06,1.06,0.07,10.09,10.0,11.31,8.79
251,SAHAS,34.41,700.0,708.0,691.5,691.9,691.9,0.0,0.0,693.61,80598.0,694.0,55903280.1,349,-2.1,16.5,-0.3,2.39,-0.25,654.5,625.52,725.0,535.3
252,SAIL,35.9,1055.0,1055.0,997.0,998.1,998.1,0.0,0.0,1005.01,26481.0,1005.0,26613751.5,263,-6.9,58.0,-0.69,5.82,-0.69,1087.23,1129.74,1690.0,301.7
253,SALICO,39.35,551.0,551.0,534.0,540.0,540.0,0.0,0.0,536.89,6874.0,541.0,3690595.8,44,-1.0,17.0,-0.18,3.18,0.58,595.54,598.78,695.0,512.0
254,SANIMA,25.85,370.0,370.0,361.0,364.3,364.3,0.0,0.0,364.62,137214.0,373.1,50031654.7,476,-8.8,9.0,-2.36,2.49,-0.09,360.4,351.58,390.6,295.0
255,SANVI,42.11,579.0,587.0,571.0,578.0,578.0,0.0,0.0,578.2,12573.0,573.0,7269746.6,127,5.0,16.0,0.87,2.8,-0.04,658.44,705.68,1060.0,536.0
256,SAPDBL,36.15,631.3,649.8,620.8,639.9,639.9,0.0,0.0,633.97,18627.0,649.7,11808944.5,141,-9.8,29.0,-1.51,4.67,0.93,803.36,818.34,1065.7,595.7
257,SAPIL,28.99,1400.0,1469.8,1361.0,1389.8,1389.8,0.0,0.0,1389.33,20802.0,1400.0,28900855.0,583,-10.2,108.8,-0.73,7.99,0.03,0.0,0.0,1604.0,300.0
258,SARBTM,39.44,801.0,810.9,801.0,805.0,805.0,0.0,0.0,805.52,10107.0,800.0,8141429.2,82,5.0,9.9,0.63,1.24,-0.07,824.55,843.72,942.4,750.0
259,SBCF,42.52,9.0,9.3,9.0,9.3,9.3,0.0,0.0,9.25,10500.0,9.03,97142.0,7,0.27,0.3,2.99,3.33,0.52,9.68,9.58,11.16,8.73
260,SBI,21.34,406.0,410.0,404.0,404.0,404.0,0.0,0.0,405.76,8245.0,406.0,3345528.8,66,-2.0,6.0,-0.49,1.49,-0.44,401.45,403.69,441.0,363.0
261,SBID2090,37.64,1060.0,1060.0,1060.0,1060.0,1060.0,0.0,0.0,1060.0,350.0,1072.2,371000.0,1,-12.2,0.0,-1.14,0.0,0.0,0.0,0.0,1184.5,1000.0
262,SBL,45.93,440.0,450.0,439.0,447.0,447.0,0.0,0.0,444.19,756922.0,431.0,336219576.5,1851,16.0,11.0,3.71,2.51,0.63,401.04,394.98,450.0,320.5
263,SCB,45.07,651.2,656.0,651.2,655.0,655.0,0.0,0.0,654.27,20223.0,650.1,13231335.9,71,4.9,4.8,0.75,0.74,0.11,650.24,647.32,712.6,594.9
264,SEF,36.34,9.5,9.68,9.5,9.67,9.67,0.0,0.0,9.59,48804.0,9.57,468062.04,14,0.1,0.18,1.04,1.89,0.82,9.95,9.84,11.53,8.6
265,SEF2,35.47,9.03,9.18,9.03,9.1,9.1,0.0,0.0,9.13,22100.0,9.06,201856.0,41,0.04,0.15,0.44,1.66,-0.37,0.0,0.0,10.0,8.5
266,SFEF,24.73,9.0,9.1,9.0,9.1,9.1,0.0,0.0,9.1,104085.0,9.2,947153.5,9,-0.1,0.1,-1.09,1.11,0.0,10.02,9.89,10.65,8.89
267,SGHC,39.69,289.4,314.0,289.4,305.0,305.0,0.0,0.0,307.42,26627.0,304.6,8185803.4,127,0.4,24.6,0.13,8.5,-0.8,348.83,367.39,487.6,280.0
268,SGHL,39.0,500.0,507.0,492.1,495.0,495.0,0.0,0.0,499.24,57221.0,497.0,28566981.9,910,-2.0,14.9,-0.4,3.03,-0.86,0.0,0.0,587.0,299.3
269,SGIC,38.72,395.1,400.0,390.5,395.0,395.0,0.0,0.0,395.7,10780.0,394.0,4265603.1,96,1.0,9.5,0.25,2.43,-0.18,463.24,470.08,538.5,370.3
270,SHEL,40.82,305.0,314.0,305.0,306.0,306.0,0.0,0.0,307.26,67790.0,305.8,20829116.7,208,0.2,9.0,0.07,2.95,-0.41,308.63,304.57,361.0,262.0
271,SHINE,41.44,433.0,433.0,428.5,430.0,430.0,0.0,0.0,430.18,39706.0,427.6,17080701.0,161,2.4,4.5,0.56,1.05,-0.04,411.07,410.24,449.7,382.0
272,SHIVM,42.34,685.0,695.0,680.1,685.5,685.5,0.0,0.0,687.51,396612.0,676.3,272676030.8,1034,9.2,14.9,1.36,2.19,-0.29,657.63,645.65,730.0,524.0
273,SHL,44.47,510.0,520.0,500.0,515.0,515.0,0.0,0.0,515.54,70692.0,508.1,36444279.8,179,6.9,20.0,1.36,4.0,-0.1,500.48,499.96,559.8,464.0
274,SHLB,34.33,1320.2,1320.2,1320.2,1320.2,1320.2,0.0,0.0,1320.2,10.0,1358.0,13202.0,1,-37.8,0.0,-2.78,0.0,0.0,1467.71,1521.99,1961.0,1220.0
275,SHPC,36.43,530.0,532.8,526.6,531.0,531.0,0.0,0.0,528.89,93545.0,525.0,49474618.1,214,6.0,6.2,1.14,1.18,0.4,512.33,521.8,588.0,475.0
276,SICL,39.33,587.0,588.0,560.0,571.0,571.0,0.0,0.0,570.29,8316.0,571.0,4742494.6,63,0.0,28.0,0.0,5.0,0.13,615.18,622.78,712.2,508.0
277,SIFC,40.14,465.0,490.0,465.0,484.0,484.0,0.0,0.0,485.31,5262.0,484.0,2553696.0,31,0.0,25.0,0.0,5.38,-0.27,531.35,543.18,687.4,450.0
278,SIGS2,36.41,9.6,9.79,9.6,9.62,9.62,0.0,0.0,9.67,49040.0,9.6,474201.1,11,0.02,0.19,0.21,1.98,-0.52,10.28,10.04,11.5,8.9
279,SIGS3,29.71,10.24,10.24,10.24,10.24,10.24,0.0,0.0,10.24,100.0,10.36,1024.0,1,-0.12,0.0,-1.16,0.0,0.0,10.66,10.46,11.58,8.5
280,SIKLES,44.12,580.0,591.5,580.0,586.0,586.0,0.0,0.0,587.01,24804.0,582.0,14560087.5,110,4.0,11.5,0.69,1.98,-0.17,580.17,589.89,804.0,536.3
281,SINDU,36.17,439.0,441.0,414.0,429.0,429.0,0.0,0.0,423.83,34130.0,430.0,14465338.8,335,-1.0,27.0,-0.23,6.52,1.2,696.65,719.81,919.9,329.8
282,SIPD,30.33,600.0,608.5,587.0,588.0,588.0,0.0,0.0,593.35,12221.0,600.0,7251325.79,197,-12.0,21.5,-2.0,3.66,-0.91,0.0,0.0,1216.8,284.3
283,SJCL,35.41,240.0,246.0,240.0,242.0,242.0,0.0,0.0,241.0,10705.0,240.0,2579938.4,78,2.0,6.0,0.83,2.5,0.41,285.65,290.18,365.0,214.2
284,SJLIC,39.75,426.0,426.0,415.4,418.0,418.0,0.0,0.0,417.19,8052.0,416.0,3359249.4,93,2.0,10.6,0.48,2.55,0.19,424.73,433.94,489.9,386.0
285,SKBBL,37.79,773.0,773.0,761.2,768.0,768.0,0.0,0.0,764.97,4239.0,765.0,3242691.9,53,3.0,11.8,0.39,1.55,0.4,761.01,771.7,910.0,735.0
286,SKHEL,38.72,859.0,860.0,834.0,855.0,855.0,0.0,0.0,840.18,4580.0,835.0,3848022.6,74,20.0,26.0,2.4,3.12,1.73,0.0,0.0,2069.4,284.3
287,SKHL,38.86,770.1,771.0,740.1,752.0,752.0,0.0,0.0,751.25,10383.0,749.1,7800176.9,144,2.9,30.9,0.39,4.18,0.1,880.95,0.0,1360.0,300.0
288,SLBBL,42.37,810.0,815.0,805.0,809.0,809.0,0.0,0.0,807.99,5630.0,810.0,4548978.0,29,-1.0,10.0,-0.12,1.24,0.12,813.33,827.97,960.6,761.9
289,SLBSL,37.98,920.0,920.0,895.0,900.0,900.0,0.0,0.0,905.51,342.0,914.9,309685.0,15,-14.9,25.0,-1.63,2.79,-0.61,1143.34,1205.44,1525.0,840.0
290,SLCF,32.67,9.2,9.2,9.2,9.2,9.2,0.0,0.0,9.2,100.0,9.48,920.0,1,-0.28,0.0,-2.95,0.0,0.0,9.83,9.73,10.7,8.6
291,SMATA,35.07,711.0,712.1,705.5,711.0,711.0,0.0,0.0,711.29,535.0,710.0,380542.7,22,1.0,6.6,0.14,0.94,-0.04,753.02,769.18,999.0,665.1
292,SMB,37.81,1848.5,1848.5,1815.0,1815.0,1815.0,0.0,0.0,1817.61,375.0,1830.0,681604.0,13,-15.0,33.5,-0.82,1.85,-0.14,1804.53,1836.34,2310.3,1699.0
293,SMFBS,37.15,1400.0,1400.1,1400.0,1400.0,1400.0,0.0,0.0,1399.58,225.0,1375.0,314905.0,7,25.0,0.1,1.82,0.01,0.03,1550.9,1595.68,1808.0,1285.0
294,SMH,41.26,529.0,529.0,518.1,518.4,518.4,0.0,0.0,521.23,9145.0,519.0,4766678.8,58,-0.6,10.9,-0.12,2.1,-0.55,551.1,608.36,1024.8,482.6
295,SMHL,37.57,465.0,470.0,462.0,467.5,467.5,0.0,0.0,466.48,56307.0,462.7,26266319.5,199,4.8,8.0,1.04,1.73,0.22,496.22,510.84,978.0,443.0
296,SMJC,36.67,425.0,425.0,414.0,419.9,419.9,0.0,0.0,417.3,13704.0,422.0,5718709.9,109,-2.1,11.0,-0.5,2.66,0.62,454.03,466.84,580.0,393.0
297,SMPDA,39.05,745.0,759.0,745.0,750.0,750.0,0.0,0.0,747.6,943.0,743.0,704982.7,24,7.0,14.0,0.94,1.88,0.32,806.06,833.07,1064.0,707.0
298,SMPDAP,12.59,396.0,396.0,396.0,396.0,396.0,0.0,0.0,396.0,3000.0,396.0,1188000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,396.0
299,SNLI,43.01,401.0,411.0,401.0,408.0,408.0,0.0,0.0,406.18,22761.0,401.1,9245148.5,191,6.9,10.0,1.72,2.49,0.45,435.94,450.32,528.3,375.0
300,SNORL,42.57,921.0,939.8,912.1,930.0,930.0,0.0,0.0,925.95,26169.0,919.9,24231110.7,343,10.1,27.7,1.1,3.04,0.44,0.0,0.0,1017.1,298.7
301,SOHL,42.84,650.0,677.0,650.0,671.0,671.0,0.0,0.0,669.61,356147.0,653.0,238480737.3,1640,18.0,27.0,2.76,4.15,0.21,664.21,0.0,875.5,300.0
302,SONA,38.89,403.0,409.0,402.6,403.0,403.0,0.0,0.0,404.33,38707.0,401.9,15650578.1,262,1.1,6.4,0.27,1.59,-0.33,427.11,430.02,510.0,380.0
303,SOPL,39.02,760.0,768.0,754.0,754.0,754.0,0.0,0.0,758.69,18981.0,760.0,14400626.8,376,-6.0,14.0,-0.79,1.86,-0.62,0.0,0.0,1217.0,276.5
304,SPC,40.38,377.0,420.0,377.0,406.0,406.0,0.0,0.0,405.38,4717.0,392.3,1912196.2,54,13.7,43.0,3.49,11.41,0.15,442.69,468.12,577.0,361.7
305,SPDL,41.48,373.9,373.9,362.0,363.0,363.0,0.0,0.0,364.8,28869.0,368.0,10531313.5,89,-5.0,11.9,-1.36,3.29,-0.49,387.25,394.78,474.0,326.0
306,SPHL,37.24,505.0,521.0,500.0,515.9,515.9,0.0,0.0,514.0,3519.0,515.0,1808754.6,46,0.9,21.0,0.17,4.2,0.37,543.44,550.67,708.0,477.1
307,SPIL,35.57,622.2,636.0,622.2,635.0,635.0,0.0,0.0,631.17,4328.0,635.4,2731687.3,32,-0.4,13.8,-0.06,2.22,0.6,697.47,705.28,792.0,560.1
308,SPL,40.82,654.0,654.0,585.1,619.0,619.0,0.0,0.0,601.75,27892.0,622.9,16784035.0,144,-3.9,68.9,-0.63,11.78,2.79,684.31,727.76,1000.0,585.1
309,SRLI,41.07,365.1,374.3,365.1,371.0,371.0,0.0,0.0,371.81,15831.0,369.0,5886053.1,159,2.0,9.2,0.54,2.52,-0.22,384.51,389.33,437.7,348.0
310,SSHL,40.48,215.0,219.0,211.1,213.0,213.0,0.0,0.0,214.79,182147.0,212.0,39123793.3,549,1.0,7.9,0.47,3.74,-0.84,209.42,201.12,251.0,151.0
311,STC,42.0,5590.0,5750.0,5500.0,5600.0,5600.0,0.0,0.0,5524.24,4828.0,5540.0,26671038.8,57,60.0,250.0,1.08,4.55,1.35,5467.8,5533.18,6335.9,4832.0
312,SWASTIK,41.31,1855.0,1855.0,1821.0,1840.0,1840.0,0.0,0.0,1847.74,620.0,1801.0,1145600.0,18,39.0,34.0,2.17,1.87,-0.42,2247.33,2458.12,3400.0,391.7
313,SWBBL,39.17,710.0,711.0,699.0,704.1,704.1,0.0,0.0,703.8,5732.0,699.0,4034174.4,54,5.1,12.0,0.73,1.72,0.04,711.82,725.71,855.0,630.5
314,SWMF,43.34,591.1,600.0,590.7,596.0,596.0,0.0,0.0,594.36,4285.0,590.0,2546816.3,35,6.0,9.3,1.02,1.57,0.28,642.35,655.96,754.0,571.1
315,SYPNL,22.33,1340.0,1356.0,1311.5,1315.0,1315.0,0.0,0.0,1327.41,32453.0,1318.0,43078551.4,313,-3.0,44.5,-0.23,3.39,-0.94,1457.62,1490.51,2255.9,319.8
316,TAMOR,38.82,528.0,536.9,528.0,533.0,533.0,0.0,0.0,533.9,199266.0,526.1,106388475.9,577,6.9,8.9,1.31,1.69,-0.17,456.3,451.95,539.0,396.4
317,TPC,42.19,374.0,375.0,365.0,371.0,371.0,0.0,0.0,369.79,18829.0,365.0,6962840.3,62,6.0,10.0,1.64,2.74,0.33,367.01,372.99,450.0,270.1
318,TPKHL,40.48,505.9,515.0,504.6,504.6,504.6,0.0,0.0,509.59,26244.0,505.9,13373730.3,477,-1.3,10.4,-0.26,2.06,-0.99,0.0,0.0,772.5,300.0
319,TRH,39.9,825.0,825.0,801.2,801.2,801.2,0.0,0.0,802.52,7411.0,810.0,5947449.4,25,-8.8,23.8,-1.09,2.97,-0.16,775.28,763.67,914.5,681.1
320,TSHL,33.85,355.0,364.0,355.0,362.0,362.0,0.0,0.0,360.51,5587.0,350.0,2014193.2,83,12.0,9.0,3.43,2.54,0.41,498.98,587.66,900.0,308.1
321,TTL,41.64,717.9,717.9,698.0,702.0,702.0,0.0,0.0,702.49,8707.0,697.0,6116609.2,173,5.0,19.9,0.72,2.85,-0.07,774.38,811.46,1173.0,665.0
322,TVCL,30.3,295.0,316.0,295.0,309.9,309.9,0.0,0.0,308.0,3377.0,310.0,1040105.1,37,-0.1,21.0,-0.03,7.12,0.61,491.24,500.18,689.0,268.1
323,UAIL,36.49,388.0,389.0,376.2,378.0,378.0,0.0,0.0,378.94,4950.0,378.0,1875736.8,139,0.0,12.8,0.0,3.4,-0.25,443.7,450.07,519.1,354.1
324,UHEWA,37.78,626.8,626.8,589.0,607.9,607.9,0.0,0.0,603.02,27728.0,597.0,16720583.5,241,10.9,37.8,1.83,6.42,0.8,593.01,587.68,692.6,521.0
325,ULBSL,36.61,2450.0,2574.9,2450.0,2538.0,2538.0,0.0,0.0,2498.33,714.0,2514.0,1783806.8,24,24.0,124.9,0.95,5.1,1.56,2886.16,3037.39,4325.0,2310.0
326,ULHC,33.22,335.0,336.8,318.0,318.0,318.0,0.0,0.0,325.44,9696.0,327.0,3155503.4,64,-9.0,18.8,-2.75,5.91,-2.34,426.68,451.97,599.0,260.0
327,UMHL,32.82,550.0,557.8,550.0,550.0,550.0,0.0,0.0,550.87,42333.0,552.0,23320176.6,108,-2.0,7.8,-0.36,1.42,-0.16,583.99,592.47,706.0,495.0
328,UMRH,34.46,525.0,525.0,513.0,513.0,513.0,0.0,0.0,515.1,4075.0,513.0,2099012.7,27,0.0,12.0,0.0,2.34,-0.41,533.8,543.3,622.0,500.7
329,UNHPL,41.78,363.0,367.0,356.1,364.9,364.9,0.0,0.0,364.07,23535.0,357.0,8568287.3,98,7.9,10.9,2.21,3.06,0.23,424.77,446.18,571.0,340.1
330,UNL,38.91,48500.0,48500.0,48500.0,48500.0,48500.0,0.0,0.0,48500.0,10.0,48410.0,485000.0,1,90.0,0.0,0.19,0.0,0.0,46957.82,47013.97,49738.9,45200.0
331,UNLB,42.39,1255.9,1266.0,1250.0,1262.0,1262.0,0.0,0.0,1258.85,655.0,1230.0,824549.0,21,32.0,16.0,2.6,1.28,0.25,1379.39,1550.86,2306.0,1187.0
332,UPCL,39.13,345.0,349.0,342.0,343.0,343.0,0.0,0.0,344.27,31592.0,343.0,10876153.8,128,0.0,7.0,0.0,2.05,-0.37,362.9,367.82,430.4,318.4
333,UPPER,44.44,200.5,200.6,197.0,199.2,199.2,0.0,0.0,199.2,195419.0,196.7,38927278.0,504,2.5,3.6,1.27,1.83,0.0,200.06,196.34,242.6,166.0
334,USHEC,39.34,500.0,503.0,497.6,503.0,503.0,0.0,0.0,499.45,8579.0,496.2,4284779.0,68,6.8,5.4,1.37,1.09,0.71,496.89,490.25,539.1,432.0
335,USHL,36.13,513.2,520.0,513.2,514.6,514.6,0.0,0.0,515.66,276.0,523.5,142322.5,16,-8.9,6.8,-1.7,1.33,-0.21,589.41,658.22,945.0,468.1
336,USLB,39.46,1049.0,1080.0,1044.0,1070.0,1070.0,0.0,0.0,1067.45,2335.0,1029.0,2492492.2,79,41.0,36.0,3.98,3.45,0.24,1222.38,1308.23,2412.0,941.0
337,VLBS,34.89,620.0,635.0,620.0,628.0,628.0,0.0,0.0,624.78,392.0,627.9,244915.5,20,0.1,15.0,0.02,2.42,0.51,695.16,720.44,876.0,591.7
338,VLUCL,37.75,387.0,394.9,384.1,389.0,389.0,0.0,0.0,386.67,2538.0,384.0,981380.0,34,5.0,10.8,1.3,2.81,0.6,464.32,500.94,652.0,363.3
339,YMHL,36.07,555.0,564.0,550.0,555.0,555.0,0.0,0.0,555.7,22866.0,555.0,12706727.1,361,0.0,14.0,0.0,2.55,-0.13,0.0,0.0,797.6,300.0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sub Index,Open,High,Low,Close,Point,% Change,Turnover,,,,,,,,,,,,,,,,
Banking SubIndex,1482.77,1491.43,1481.32,1487.47,8.58,0.58,967212252.4,,,,,,,,,,,,,,,,
Development Bank Index,5436.85,5510.35,5432.71,5473.54,21.13,0.38,295431824.3,,,,,,,,,,,,,,,,
Finance Index,2254.66,2296.83,2249.8,2268.1,5.27,0.23,86085063.0,,,,,,,,,,,,,,,,
Hotels And Tourism,7129.91,7228.6,7129.91,7185.78,60.81,0.85,121311008.7,,,,,,,,,,,,,,,,
HydroPower Index,3612.29,3658.36,3609.07,3633.99,22.97,0.63,2459541073.79,,,,,,,,,,,,,,,,
Investment,98.61,98.93,97.2,97.44,-0.18,-0.18,306122524.1,,,,,,,,,,,,,,,,
Life Insurance,11649.53,11787.62,11641.1,11768.63,125.92,1.08,216584773.5,,,,,,,,,,,,,,,,
Manufacturing And Processing,10605.93,10721.27,10603.9,10650.01,29.61,0.27,668487771.8,,,,,,,,,,,,,,,,
Microfinance Index,4500.87,4544.05,4500.87,4534.89,24.99,0.55,173202654.9,,,,,,,,,,,,,,,,
Mutual Fund,19.51,19.64,19.43,19.63,0.12,0.65,5798378.74,,,,,,,,,,,,,,,,
Non Life Insurance,9745.91,9878.78,9681.32,9751.05,5.18,0.05,49053314.2,,,,,,,,,,,,,,,,
Others Index,1849.03,1867.11,1830.84,1837.72,-0.81,-0.04,58137953.3,,,,,,,,,,,,,,,,
Trading Index,3278.54,3431.42,3272.91,3282.74,7.32,0.22,28211083.6,,,,,,,,,,,,,,,,
NEPSE Index,2616.4,2637.58,2615.69,2624.36,11.93,0.45,5499316643.52,,,,,,,,,,,,,,,,
